field,ID,RA,DEC,z_peak,z_a,z_ml,Prob_gt_6,bin_z,F090W_flux,F090W_err,F115W_flux,F115W_err,F150W_flux,F150W_err,F200W_flux,F200W_err,F277W_flux,F277W_err,F356W_flux,F356W_err,F444W_flux,F444W_err,A_arcsec,B_arcsec,R_KRON_U,FWHM_arcsec,GINI,clean_phot_bands,size_usable,F444W_SNR,F356W_SNR
GOODS-S,8428,53.03079,-27.89738,9.020000457763672,9.020000457763672,9.012959480285645,1.0000001192092896,8-10,-0.0675,1.9533,1.0196,1.9509,7.6866,1.6716,8.0958,1.4717,7.2313,0.9511,6.9550,0.9314,11.3921,0.9993,0.0691,0.0623,1.4000,0.1549,0.5989,7,1,11.40,7.47
GOODS-S,8950,53.070625,-27.89658,8.670000076293945,8.670000076293945,8.672469139099121,0.9999614953994751,8-10,-4.3813,7.5604,5.6346,7.1347,12.5621,4.0099,18.0358,7.9817,14.7119,5.1444,18.0878,3.8813,13.4912,4.5799,0.0985,0.0881,1.4000,0.2201,0.5749,7,1,2.95,4.66
GOODS-S,8977,53.072586,-27.896523,6.559999942779541,6.559999942779541,6.538896083831787,1.0,6-8,66.3914,8.8764,124.1094,7.9735,114.9987,4.6521,108.1000,6.7242,108.3374,4.9098,174.6904,4.3491,117.4046,5.5563,0.1219,0.0854,1.4000,0.2478,0.6842,7,1,21.13,40.17
GOODS-S,9135,53.052982,-27.896297,6.5,6.5,6.493239879608154,0.9999991655349731,6-8,4.7838,1.2266,8.9831,1.0591,6.7738,1.0471,7.9771,1.0291,6.7712,0.6736,10.7172,0.6923,8.0254,0.8423,0.0693,0.0664,1.4000,0.1598,0.6642,7,1,9.53,15.48
GOODS-S,9366,53.080357,-27.895975,6.5,6.5,6.496705532073975,1.0,6-8,8.7121,2.2158,18.0087,2.3676,13.7683,1.6140,13.2970,2.2220,16.2958,1.5447,29.0029,1.4362,17.4916,1.6497,0.0712,0.0696,1.4000,0.1657,0.6670,7,1,10.60,20.19
GOODS-S,9470,53.054535,-27.895853,7.53000020980835,7.53000020980835,7.529830455780029,1.0,6-8,-0.6705,1.7363,4.2733,1.5380,5.2209,1.5626,4.1619,1.5315,3.4852,1.0436,5.4606,1.0392,5.3124,1.1899,0.0908,0.0697,1.4000,0.1906,0.5362,7,1,4.46,5.25
GOODS-S,9491,53.03891,-27.89577,7.03000020980835,7.03000020980835,7.0306572914123535,0.9992062449455261,6-8,4.5832,2.5977,14.6182,3.2389,19.7095,3.1328,18.0545,2.1450,21.5122,1.7723,22.9056,1.5507,17.9299,1.7073,0.1149,0.0910,1.4000,0.2440,0.5333,7,1,10.50,14.77
GOODS-S,9596,53.108627,-27.895702,7.519999980926514,7.519999980926514,7.514570236206055,0.9999999403953552,6-8,-1.1225,2.5977,4.9594,2.4808,5.5586,3.0161,5.2638,2.1046,5.4243,1.4595,10.4468,1.4116,27.7682,1.7754,0.0677,0.0667,1.4000,0.1582,0.6253,7,1,15.64,7.40
GOODS-S,9608,53.122803,-27.895687,6.820000171661377,6.820000171661377,6.816732406616211,0.8921377658843994,6-8,14.5742,4.5210,10.0602,3.5964,12.8542,3.5024,22.2557,3.0770,17.8994,2.1412,21.7035,2.0204,22.5100,2.3606,0.0692,0.0658,1.4000,0.1591,0.6407,7,1,9.54,10.74
GOODS-S,9623,53.036415,-27.895645,7.450000286102295,7.450000286102295,7.448726177215576,0.9970419406890869,6-8,-3.2826,2.9650,0.1200,3.0750,3.2707,2.6360,1.5327,1.9730,1.9442,1.3482,3.8951,1.2037,5.7546,1.3103,0.0976,0.0732,1.4000,0.2031,0.5144,7,1,4.39,3.24
GOODS-S,9723,53.0372,-27.895468,6.570000171661377,6.570000171661377,6.566058158874512,1.0,6-8,5.9339,2.1948,6.4946,2.3495,11.4234,2.0812,7.6463,1.5150,13.3233,1.0655,22.3078,0.9886,13.6366,1.0924,0.0808,0.0765,1.4000,0.1852,0.6572,7,1,12.48,22.56
GOODS-S,9729,53.06237,-27.895496,7.700000286102295,7.700000286102295,7.702892303466797,0.9987973570823669,6-8,-3.6090,16.8898,24.5858,11.9270,-0.3838,13.6625,-8.0404,9.8339,5.0200,5.9021,10.3664,5.2845,15.7804,6.7614,0.1370,0.0755,1.4000,0.2605,0.4491,7,1,2.33,1.96
GOODS-S,9796,53.037693,-27.895397,8.470000267028809,8.470000267028809,8.47388744354248,0.9999970197677612,8-10,-1.1727,1.7896,1.7751,2.0420,3.7809,1.7842,5.6898,1.3022,3.5746,0.9424,5.1869,0.8935,5.9105,1.0257,0.0727,0.0663,1.4000,0.1638,0.5922,7,1,5.76,5.81
GOODS-S,10105,53.07926,-27.894943,7.570000171661377,7.570000171661377,7.566349506378174,0.9047906398773193,6-8,0.4621,5.9949,1.9936,7.7427,5.0103,5.1092,6.3026,8.1725,9.9872,5.6506,7.4900,4.0693,7.5684,4.3010,0.1687,0.0706,1.4000,0.3045,0.5251,7,1,1.76,1.84
GOODS-S,10252,53.035797,-27.894701,8.609999656677246,8.609999656677246,8.605047225952148,1.0000001192092896,8-10,-0.5335,2.0475,6.4144,1.9837,6.6017,1.7150,4.9479,1.3150,7.0589,0.8465,5.6446,0.8010,9.6460,0.9181,0.0700,0.0653,1.4000,0.1594,0.6353,7,1,10.51,7.05
GOODS-S,10346,53.12498,-27.89461,12.40999984741211,12.40999984741211,12.389169692993164,0.9522885084152222,10-15,-0.1730,5.1725,-4.7639,4.0868,1.7670,4.0300,4.5509,3.7407,8.6279,2.6267,4.4960,2.6319,8.5591,3.1448,0.0768,0.0697,1.4000,0.1727,0.3816,7,1,2.72,1.71
GOODS-S,10418,53.026806,-27.894424,10.640000343322754,10.640000343322754,10.622339248657227,1.0,10-15,5.1066,3.9105,4.5715,1.7907,17.2308,1.8484,18.6671,2.6313,14.6422,1.1847,12.5535,1.1702,14.3191,1.2116,0.0858,0.0731,1.4000,0.1877,0.6867,7,1,11.82,10.73
GOODS-S,10435,53.131126,-27.894476,7.289999961853027,7.289999961853027,7.285528659820557,0.9999998807907104,6-8,0.3576,3.3783,19.2229,2.9006,17.9802,2.6301,16.5052,2.3041,21.8609,2.1106,22.4885,2.1295,45.4731,2.6142,0.0786,0.0719,1.4000,0.1774,0.6140,7,1,17.39,10.56
GOODS-S,10656,53.1145,-27.894152,8.149999618530273,8.149999618530273,8.136536598205566,0.9777506589889526,8-10,-8.2087,13.8921,-1.2452,10.1331,9.4463,7.8915,8.7832,7.4064,7.8395,5.1912,8.1446,3.8705,5.9108,3.9875,0.1062,0.0728,1.4000,0.2144,0.4744,7,1,1.48,2.10
GOODS-S,10987,53.09255,-27.893658,6.590000152587891,6.590000152587891,6.594156742095947,1.0,6-8,0.8237,2.5428,7.7317,2.2546,11.6223,2.0606,9.0459,1.7180,10.8006,1.5050,27.5283,1.2775,13.9570,1.4626,0.0726,0.0671,1.4000,0.1646,0.6258,7,1,9.54,21.55
GOODS-S,10996,53.054153,-27.893566,8.960000038146973,8.960000038146973,8.96080493927002,1.0000001192092896,8-10,0.7130,1.3674,3.7979,1.1855,15.3873,1.2722,13.3452,1.2504,14.2737,0.8861,15.3058,0.8274,32.1811,0.9656,0.0723,0.0698,1.4000,0.1673,0.6949,7,1,33.33,18.50
GOODS-S,11004,53.05944,-27.893627,7.789999961853027,7.789999961853027,7.788235187530518,0.9795275926589966,6-8,0.0073,1.6171,2.1191,1.2750,1.8671,1.3560,1.8566,1.2963,3.0607,0.8436,4.7347,0.8235,9.9984,0.9938,0.0683,0.0656,1.4000,0.1576,0.5721,7,1,10.06,5.75
GOODS-S,11011,53.090546,-27.893623,8.480000495910645,8.480000495910645,8.48125171661377,0.9999735951423645,8-10,-0.3071,2.2622,4.9616,2.2088,5.0982,2.0629,7.5034,1.6713,7.5577,1.4139,6.6118,1.0975,10.5853,1.4697,0.0721,0.0663,1.4000,0.1630,0.5902,7,1,7.20,6.02
GOODS-S,11145,53.058132,-27.89341,6.180000305175781,6.180000305175781,6.184176921844482,0.9999799132347107,6-8,13.2719,2.3338,14.4855,1.9136,13.2138,2.0558,10.3997,1.9491,15.7862,1.3779,21.0640,1.2539,15.2686,1.4068,0.0966,0.0819,1.4000,0.2109,0.6092,7,1,10.85,16.80
GOODS-S,11364,53.06168,-27.893158,6.210000038146973,6.210000038146973,6.205928325653076,0.9987415671348572,6-8,0.3378,2.6620,7.4167,1.9912,4.4634,2.1504,7.1702,1.8879,4.7877,1.3003,6.6642,1.1820,5.3028,1.5891,0.0928,0.0801,1.4000,0.2041,0.5229,7,1,3.34,5.64
GOODS-S,11502,53.052544,-27.892986,7.470000267028809,7.470000267028809,7.469848155975342,0.999988853931427,6-8,-0.2922,1.1623,1.4481,1.0513,2.9895,1.1018,1.6236,1.0728,1.7290,0.7899,2.4925,0.8458,2.7517,0.9277,0.0635,0.0536,1.4000,0.1384,0.4937,7,1,2.97,2.95
GOODS-S,11574,53.10162,-27.892876,8.1899995803833,8.1899995803833,8.16815185546875,0.9743348360061646,8-10,-1.4063,3.7731,3.1570,3.3171,7.5540,2.8351,9.3355,2.1772,6.8819,1.5589,11.5336,1.5364,16.2468,1.7250,0.0836,0.0741,1.4000,0.1860,0.5594,7,1,9.42,7.51
GOODS-S,11583,53.098904,-27.892881,8.020000457763672,8.020000457763672,8.024506568908691,0.9999995231628418,8-10,-1.3259,2.5296,3.8876,2.2169,7.3114,1.8831,5.3223,1.7159,8.2152,1.3083,6.3148,1.2339,8.7054,1.5897,0.0775,0.0733,1.4000,0.1776,0.5765,7,1,5.48,5.12
GOODS-S,11608,53.027233,-27.892778,6.240000247955322,6.240000247955322,6.239598274230957,0.9999806880950928,6-8,19.2666,2.8215,16.7164,1.4021,13.9117,1.3540,12.7363,1.9192,9.8629,0.8429,14.3876,0.8809,11.4454,0.9592,0.0711,0.0671,1.4000,0.1628,0.6401,7,1,11.93,16.33
GOODS-S,11773,53.020237,-27.892534,7.5,7.5,7.494948863983154,1.0,6-8,0.5784,1.9341,14.0523,1.7714,14.6731,1.6988,10.0755,2.1069,8.2186,0.8792,9.7925,2.0026,7.5490,1.1458,0.0802,0.0747,1.4000,0.1824,0.5898,7,1,6.59,4.89
GOODS-S,11786,53.119072,-27.892553,7.389999866485596,7.389999866485596,7.385720252990723,1.0000001192092896,6-8,-2.0243,6.6213,5.7876,5.3483,8.7069,4.8524,9.4390,4.1054,19.0714,2.4809,40.2597,2.0538,104.1559,2.7350,0.0730,0.0700,1.4000,0.1685,0.7096,7,1,38.08,19.60
GOODS-S,11788,53.090916,-27.892572,8.890000343322754,8.890000343322754,8.88843822479248,0.9999986886978149,8-10,-3.8941,4.2281,8.1707,4.0339,17.9070,4.0471,14.5016,2.9932,12.3172,2.3942,10.0368,1.7470,12.4299,2.1771,0.1039,0.0818,1.4000,0.2202,0.5090,7,1,5.71,5.75
GOODS-S,12054,53.114662,-27.892208,7.420000076293945,7.420000076293945,7.4214348793029785,1.0,6-8,1.6288,5.6829,7.7029,4.9491,13.7616,3.8383,10.0089,3.9336,11.9009,2.0675,12.5658,2.1437,18.9024,2.6161,0.0677,0.0657,1.4000,0.1572,0.5569,7,1,7.23,5.86
GOODS-S,12144,53.053814,-27.89204,7.170000076293945,7.170000076293945,7.169315814971924,1.0,6-8,3.5964,1.6285,16.7529,1.5310,15.2698,1.5566,16.4455,1.5548,14.7587,1.1360,15.0007,1.0432,12.6211,1.2276,0.0833,0.0774,1.4000,0.1894,0.5839,7,1,10.28,14.38
GOODS-S,12268,53.03849,-27.891903,7.510000228881836,7.510000228881836,7.513011455535889,1.0000001192092896,6-8,0.7376,1.3284,6.3978,1.4923,4.3478,1.2263,5.1990,1.2129,3.7435,0.8184,5.3066,0.8012,6.7773,1.0375,0.0697,0.0673,1.4000,0.1614,0.5157,7,1,6.53,6.62
GOODS-S,12306,53.03982,-27.891836,7.480000019073486,7.480000019073486,7.482236862182617,1.0,6-8,1.9748,1.1282,4.3880,1.2817,3.0927,1.0902,3.4020,1.0497,4.0752,0.7124,5.5216,0.7483,8.3293,0.9782,0.0616,0.0596,1.4000,0.1427,0.6101,7,1,8.52,7.38
GOODS-S,12326,53.105595,-27.891848,8.020000457763672,8.020000457763672,8.021642684936523,0.9999995827674866,8-10,11.5490,7.3081,8.1166,6.5354,11.2844,6.3301,5.9472,4.5165,18.7341,3.7488,17.9393,3.2199,16.1018,3.3127,0.1155,0.0678,1.4000,0.2230,0.5892,7,1,4.86,5.57
GOODS-S,12464,53.055885,-27.891659,7.960000038146973,7.960000038146973,7.961874485015869,0.999964714050293,6-8,3.7261,1.5175,7.3999,1.2266,5.1759,1.2684,5.9363,1.2967,4.5041,0.8378,13.7619,0.8166,29.7388,0.9451,0.0686,0.0675,1.4000,0.1602,0.6914,7,1,31.47,16.85
GOODS-S,12526,53.102108,-27.891613,8.460000038146973,8.460000038146973,8.454938888549805,1.0,8-10,-2.2181,3.8427,3.6462,3.9651,5.9375,3.7177,11.0720,3.0335,9.7028,2.1200,14.1616,1.6515,21.0118,2.2445,0.0947,0.0745,1.4000,0.2007,0.5689,7,1,9.36,8.58
GOODS-S,12678,53.07629,-27.891445,8.279999732971191,8.279999732971191,8.275367736816406,0.9999997019767761,8-10,-0.9528,3.1324,13.3466,2.6500,15.7095,2.0083,11.7553,2.3673,17.2245,1.7730,14.5251,1.6212,16.5237,1.8749,0.0934,0.0772,1.4000,0.2018,0.6402,7,1,8.81,8.96
GOODS-S,12685,53.10333,-27.891453,10.399999618530273,10.399999618530273,10.396743774414062,0.9062327146530151,10-15,-0.2273,8.8639,0.9395,7.1056,14.8025,7.1682,8.9923,5.1893,4.8878,3.4858,11.5933,2.9927,11.6279,3.1344,0.1196,0.0857,1.4000,0.2450,0.4551,7,1,3.71,3.87
GOODS-S,12813,53.113934,-27.891293,7.269999980926514,7.269999980926514,7.273252010345459,0.9999998807907104,6-8,-0.3046,4.2172,21.1089,3.1295,22.8645,3.3588,21.8121,2.8319,22.0732,2.4555,29.3764,2.7347,51.9675,2.9836,0.1018,0.0821,1.4000,0.2178,0.6034,7,1,17.42,10.74
GOODS-S,12945,53.047714,-27.891146,8.489999771118164,8.489999771118164,8.488773345947266,1.0,8-10,-0.3516,2.2734,4.3478,2.1300,5.8559,2.0656,2.2378,2.2133,5.0867,1.1785,4.9324,1.0154,12.2223,1.1233,0.0815,0.0669,1.4000,0.1757,0.5839,7,1,10.88,4.86
GOODS-S,12982,53.019566,-27.891048,6.230000019073486,6.230000019073486,6.230871677398682,0.9998714327812195,6-8,25.9136,1.3286,35.6083,3.6176,32.7996,2.2562,26.7909,1.6674,28.5333,0.7548,34.1167,1.3076,29.4040,1.0482,0.0692,0.0663,1.4000,0.1596,0.7209,7,1,28.05,26.09
GOODS-S,13245,53.11089,-27.890835,7.289999961853027,7.289999961853027,7.288244724273682,0.9999998211860657,6-8,-3.0924,2.6231,2.2746,2.0292,3.7805,2.0030,4.9682,1.7521,5.5033,1.4136,5.0888,1.3195,12.5583,1.6649,0.0660,0.0518,1.4000,0.1397,0.5114,7,1,7.54,3.86
GOODS-S,13247,53.040585,-27.890804,7.03000020980835,7.03000020980835,7.032656192779541,0.9999727010726929,6-8,1.1034,1.4401,3.6586,1.6635,3.0643,1.4284,4.9454,1.4019,3.6549,0.9102,3.3428,0.9271,3.1187,1.1942,0.0764,0.0730,1.4000,0.1759,0.5757,7,1,2.61,3.61
GOODS-S,13298,53.020023,-27.890734,6.079999923706055,6.079999923706055,6.077097415924072,0.9384424686431885,6-8,5.2514,1.4730,9.2184,1.4011,8.7748,1.4310,5.7388,1.4272,6.5898,0.8930,7.5057,1.0443,4.2651,1.2075,0.0820,0.0683,1.4000,0.1776,0.5783,7,1,3.53,7.19
GOODS-S,13368,53.11601,-27.890675,7.420000076293945,7.420000076293945,7.424591541290283,0.999784529209137,6-8,-1.1928,5.0893,14.7222,4.1546,9.4737,3.0745,7.5515,3.0385,7.5614,1.8358,8.7141,2.0304,11.7668,2.4896,0.0651,0.0614,1.4000,0.1491,0.4557,7,1,4.73,4.29
GOODS-S,13405,53.103912,-27.890594,8.520000457763672,8.520000457763672,8.519185066223145,1.0,8-10,-0.2393,6.2568,82.8947,4.9854,122.0117,4.9935,126.1982,3.6480,130.5685,2.7258,152.3128,2.0813,231.0042,2.3707,0.0896,0.0739,1.4000,0.1933,0.7812,7,1,97.44,73.18
GOODS-S,13418,53.10722,-27.890602,6.510000228881836,6.510000228881836,6.508977890014648,1.0,6-8,23.1038,3.6658,43.8009,3.0381,38.5461,2.6768,40.8863,2.5446,46.0209,1.7607,90.8473,1.6329,107.1504,1.8450,0.0783,0.0780,1.4000,0.1840,0.7330,7,1,58.08,55.64
GOODS-S,13558,53.048866,-27.890442,9.920000076293945,9.920000076293945,9.905365943908691,0.9999473094940186,8-10,2.4791,1.3813,1.5474,1.3681,5.1126,1.3902,7.5336,1.4206,5.4079,0.8464,5.4918,0.7616,5.8807,0.9123,0.0667,0.0640,1.4000,0.1540,0.6344,7,1,6.45,7.21
GOODS-S,13731,53.06475,-27.890234,13.100000381469727,13.100000381469727,13.09616470336914,1.0,10-15,-2.6692,1.5423,-0.6982,1.3176,-0.6296,1.3503,3.9585,1.2018,5.6394,0.7371,5.8345,0.7352,3.0566,1.2455,0.0596,0.0572,1.4000,0.1376,0.6610,7,1,2.45,7.94
GOODS-S,13811,53.057995,-27.890112,6.559999942779541,6.559999942779541,6.556129455566406,0.9999920725822449,6-8,9.9872,3.4511,6.0916,2.8766,1.5293,3.0237,5.7767,2.8745,5.5459,2.1038,8.1489,2.0222,3.9651,2.7071,0.1419,0.0804,1.4000,0.2716,0.5718,7,1,1.46,4.03
GOODS-S,13966,53.082027,-27.88997,6.349999904632568,6.349999904632568,6.34720516204834,1.0,6-8,6.0184,2.6690,5.9135,2.8777,13.8305,1.9356,6.6924,2.0136,7.6707,1.8271,10.0649,1.2727,8.9516,1.7684,0.0754,0.0670,1.4000,0.1679,0.5506,7,1,5.06,7.91
GOODS-S,13984,53.088024,-27.889942,7.130000114440918,7.130000114440918,7.131140232086182,1.0,6-8,4.9012,3.8755,16.7115,3.3831,13.4068,2.5445,13.3515,2.0353,10.8280,1.7090,10.1027,1.4077,12.8005,1.7232,0.0904,0.0766,1.4000,0.1972,0.5614,7,1,7.43,7.18
GOODS-S,13985,53.076736,-27.889946,11.569999694824219,11.569999694824219,11.570839881896973,1.0,10-15,-0.8469,2.3156,6.2388,1.9130,0.6728,1.7369,3.6031,1.7918,-0.0664,1.3076,4.9411,1.1667,24.4210,1.4447,0.0707,0.0693,1.4000,0.1648,0.5914,7,1,16.90,4.24
GOODS-S,14016,53.07939,-27.889914,6.590000152587891,6.590000152587891,6.585075378417969,0.9998773336410522,6-8,-0.9299,2.8148,5.3125,3.0669,0.5754,2.2430,1.4708,2.5336,4.8776,1.7493,7.5238,1.3990,2.1152,1.5490,0.0748,0.0687,1.4000,0.1692,0.5286,7,1,1.37,5.38
GOODS-S,14102,53.03342,-27.889767,7.139999866485596,7.139999866485596,7.1416521072387695,0.9999998807907104,6-8,1.2803,1.7840,14.6136,3.7180,14.8191,3.1489,10.9320,2.0950,10.8695,0.8834,13.7670,0.9190,14.2713,1.1712,0.0773,0.0625,1.4000,0.1655,0.6359,7,1,12.19,14.98
GOODS-S,14260,53.071068,-27.896235,7.550000190734863,7.550000190734863,7.547823905944824,1.0000001192092896,6-8,-3.0520,7.5514,7.4687,6.5899,12.4233,3.9945,4.8627,7.2157,12.4846,4.9645,21.5059,3.7693,30.2521,4.6387,0.1007,0.0809,1.4000,0.2151,0.5285,7,1,6.52,5.71
GOODS-S,14434,53.032623,-27.889477,6.190000057220459,6.190000057220459,6.193896293640137,0.9994720816612244,6-8,4.1687,2.0363,4.8129,3.9007,8.4355,3.2269,3.6794,2.1317,4.3466,0.9606,7.3526,0.9112,7.0011,1.1888,0.0806,0.0684,1.4000,0.1761,0.5812,7,1,5.89,8.07
GOODS-S,14647,53.086456,-27.88925,7.490000247955322,7.490000247955322,7.490960597991943,1.0,6-8,-3.4987,3.4407,25.7153,3.0400,23.3269,2.1367,17.9346,1.8934,25.1218,1.4612,22.9036,1.2671,41.3181,1.5145,0.0777,0.0748,1.4000,0.1795,0.6658,7,1,27.28,18.07
GOODS-S,15061,53.125797,-27.888817,7.53000020980835,7.53000020980835,7.532738208770752,1.0,6-8,1.1441,3.0670,19.1572,3.0441,18.0305,2.8678,15.3384,2.6529,12.3656,2.5024,18.3553,2.4964,21.5301,2.9716,0.0837,0.0701,1.4000,0.1818,0.5692,7,1,7.25,7.35
GOODS-S,15065,53.08185,-27.888786,7.539999961853027,7.539999961853027,7.543704032897949,1.0000001192092896,6-8,-1.6282,3.0075,10.9372,3.2148,10.7520,2.2988,2.4356,2.6354,8.8187,2.1796,11.7238,1.5608,16.4348,2.1224,0.0931,0.0757,1.4000,0.1999,0.5393,7,1,7.74,7.51
GOODS-S,15116,53.100002,-27.888748,7.460000038146973,7.460000038146973,7.464695930480957,1.0,6-8,1.1958,3.1352,16.3452,2.5094,20.1584,2.5081,19.0519,2.1462,13.4540,1.7894,18.8339,1.6417,32.8135,1.9637,0.0860,0.0822,1.4000,0.1980,0.5774,7,1,16.71,11.47
GOODS-S,15139,53.049988,-27.888727,6.579999923706055,6.579999923706055,6.583507537841797,1.0,6-8,2.9579,1.5843,9.0798,1.5737,5.9892,1.6169,7.8115,1.6184,7.4807,0.9698,18.7810,0.8445,8.0126,1.0729,0.0779,0.0689,1.4000,0.1731,0.6539,7,1,7.47,22.24
GOODS-S,15355,53.125587,-27.888529,8.890000343322754,8.890000343322754,8.886857986450195,1.0000001192092896,8-10,2.7350,3.7653,11.5849,3.8291,15.9984,3.7750,18.4922,3.4590,21.5943,3.2955,25.2979,3.2136,55.5321,3.8307,0.1009,0.0819,1.4000,0.2164,0.5525,7,1,14.50,7.87
GOODS-S,15442,53.080303,-27.888426,7.490000247955322,7.490000247955322,7.4863505363464355,0.9999998807907104,6-8,3.9374,2.5617,14.6282,2.4392,11.8921,1.9657,10.5883,2.2492,8.9507,1.7601,9.8087,1.2864,18.7433,1.8222,0.0838,0.0710,1.4000,0.1829,0.6169,7,1,10.29,7.63
GOODS-S,15575,53.03354,-27.888275,6.200000286102295,6.200000286102295,6.200287342071533,0.9999998807907104,6-8,10.4030,2.2774,21.0677,2.0297,19.2450,2.3172,16.9695,2.5422,16.7737,1.3255,25.7086,1.2951,21.3850,1.6456,0.1074,0.0823,1.4000,0.2254,0.6865,7,1,13.00,19.85
GOODS-S,15720,53.11762,-27.888174,11.670000076293945,11.670000076293945,11.654715538024902,1.0,10-15,2.9237,3.0973,-0.2611,2.5388,10.7327,2.4243,21.6599,2.1791,14.4715,1.5764,14.1526,1.4523,14.8023,1.8799,0.0684,0.0663,1.4000,0.1587,0.6135,7,1,7.87,9.74
GOODS-S,16539,53.052532,-27.887362,6.659999847412109,6.659999847412109,6.657709121704102,1.0,6-8,8.3582,2.6197,23.7170,2.5555,27.3219,2.5147,23.5225,2.4423,19.9140,1.6358,25.5651,1.3753,14.5907,1.5794,0.1091,0.0883,1.4000,0.2338,0.7242,7,1,9.24,18.59
GOODS-S,16873,53.0599,-27.886995,7.490000247955322,7.490000247955322,7.488794803619385,0.9897950887680054,6-8,2.0175,2.1242,3.9361,1.8361,3.3477,1.5895,3.4130,1.6968,3.9513,1.1459,4.0966,1.1535,3.9835,1.4569,0.0961,0.0715,1.4000,0.1995,0.5097,7,1,2.73,3.55
GOODS-S,16964,53.08105,-27.886889,7.5,7.5,7.495315074920654,0.9999999403953552,6-8,-0.9170,1.9362,13.7773,1.7424,14.2321,1.1129,10.8470,1.4276,10.1474,1.2041,11.2903,1.0520,9.7727,1.3355,0.0655,0.0651,1.4000,0.1538,0.5804,7,1,7.32,10.73
GOODS-S,17255,53.080444,-27.886635,7.78000020980835,7.78000020980835,7.78114128112793,0.9974366426467896,6-8,-2.2718,2.2089,3.7394,1.9523,8.2347,1.2914,2.5735,1.5927,4.8660,1.3637,6.3687,1.1421,7.2139,1.4766,0.0756,0.0750,1.4000,0.1773,0.4844,7,1,4.89,5.58
GOODS-S,17264,53.066685,-27.88659,8.220000267028809,8.220000267028809,8.218242645263672,1.0,8-10,-2.8368,4.3082,16.7610,3.4621,25.9865,2.0094,23.3761,3.1593,18.7879,1.7636,19.3406,1.4713,31.7609,2.0795,0.0848,0.0774,1.4000,0.1912,0.5932,7,1,15.27,13.15
GOODS-S,17420,53.057564,-27.886496,10.65999984741211,10.65999984741211,10.654553413391113,0.9989257454872131,10-15,-2.3745,2.1079,-4.1556,1.9191,2.3675,1.6152,1.3993,1.6888,2.9722,1.1014,3.6838,1.0253,3.1204,1.2892,0.0889,0.0751,1.4000,0.1938,0.4483,7,1,2.42,3.59
GOODS-S,17818,53.0201,-27.886105,7.470000267028809,7.470000267028809,7.470795631408691,1.0,6-8,2.6513,1.9405,4.3719,2.2410,6.9864,1.9368,5.3467,1.5694,5.6653,1.1348,7.2136,1.0627,15.1020,1.1364,0.0801,0.0742,1.4000,0.1818,0.6440,7,1,13.29,6.79
GOODS-S,18044,53.07427,-27.885921,14.329999923706055,14.329999923706055,14.327313423156738,1.0,10-15,6.3779,2.1228,1.0821,1.8905,0.6654,1.2361,8.2496,1.5236,11.5143,1.1893,7.8108,1.2007,10.2633,1.4746,0.0637,0.0595,1.4000,0.1451,0.5431,7,1,6.96,6.50
GOODS-S,18177,53.030796,-27.88579,7.510000228881836,7.510000228881836,7.509730339050293,0.9998622536659241,6-8,2.0920,1.2564,4.2012,1.1368,2.5312,1.0887,2.6108,1.0016,2.4118,0.7277,2.6850,0.7496,5.3039,0.8392,0.0664,0.0632,1.4000,0.1527,0.5382,7,1,6.32,3.58
GOODS-S,18239,53.058735,-27.885738,9.230000495910645,9.230000495910645,9.22485065460205,1.0000001192092896,8-10,-1.6682,1.7709,0.3511,1.5909,4.1060,1.2562,3.9069,1.4267,4.6626,0.8913,4.5269,0.8972,7.9690,1.1284,0.0796,0.0730,1.4000,0.1798,0.5313,7,1,7.06,5.05
GOODS-S,18286,53.120247,-27.885725,9.050000190734863,9.050000190734863,9.048306465148926,0.9999997019767761,8-10,-2.8366,2.4946,5.1110,2.1013,5.0811,2.0117,8.1604,1.7997,10.2588,1.6760,8.4406,1.6086,12.0858,2.1634,0.0742,0.0725,1.4000,0.1727,0.5600,7,1,5.59,5.25
GOODS-S,18326,53.053658,-27.88564,6.590000152587891,6.590000152587891,6.589489936828613,1.0,6-8,11.0521,1.8996,17.4177,1.8965,17.6545,1.8820,14.5289,1.7563,18.1562,1.2288,40.4497,1.0227,15.1484,1.3838,0.0830,0.0758,1.4000,0.1872,0.6776,7,1,10.95,39.55
GOODS-S,18603,53.11871,-27.885468,6.579999923706055,6.579999923706055,6.581034183502197,0.9279134273529053,6-8,5.6549,3.2828,8.7553,2.8805,9.8194,2.6180,8.0700,2.5075,10.7948,2.0201,12.8713,1.9735,9.6159,2.5923,0.0973,0.0753,1.4000,0.2048,0.5008,7,1,3.71,6.52
GOODS-S,18686,53.031963,-27.885359,7.539999961853027,7.539999961853027,7.537164211273193,0.9999957084655762,6-8,-0.4853,1.4482,4.5505,1.2500,4.8634,1.2346,4.6792,1.1668,2.7511,0.8377,4.1432,0.8223,5.0415,0.9096,0.0727,0.0644,1.4000,0.1618,0.5301,7,1,5.54,5.04
GOODS-S,18752,53.094547,-27.885345,6.269999980926514,6.269999980926514,6.266422271728516,0.9996863007545471,6-8,-5.9289,3.5149,16.2400,3.0360,6.0548,2.0568,8.5177,2.1624,4.2820,1.5483,7.4271,1.4367,2.7364,1.9402,0.0793,0.0664,1.4000,0.1722,0.5158,7,1,1.41,5.17
