field,ID,RA,DEC,z_peak,z_a,z_ml,z_spec,Prob_gt_6,Prob_gt_7,Prob_gt_8,Prob_gt_9,chi_a,nfilt,clean_lw_bands,tag_low_prob,tag_spec_conflict,tag_low_red_coverage,tag_lowz_competitive
GOODS-S,407643,53.142487,-27.94287,6.570000171661377,6.570000171661377,6.569249153137207,-9999.0,1.0000001192092896,4.2704145883538935e-13,2.891137849958536e-13,3.1458771897289193e-15,6.278777599334717,12,4,0,0,0,0
GOODS-S,407746,53.16388,-27.94247,6.409999847412109,6.409999847412109,6.409316062927246,-9999.0,0.850083589553833,7.981651287991554e-05,6.105667853262275e-05,1.967352091014618e-06,9.456327438354492,12,5,0,0,0,0
GOODS-S,407927,53.160896,-27.933641,7.190000057220459,7.190000057220459,7.185028076171875,-9999.0,0.9972742795944214,0.9966802000999451,2.4747797144897277e-09,2.0459823071861116e-12,19.153636932373047,12,5,0,0,0,0
GOODS-S,407992,53.140034,-27.797438,9.210000038146973,9.210000038146973,9.182034492492676,-9999.0,1.0,0.9999999403953552,0.9999999403953552,0.8609833121299744,11.03255558013916,16,7,0,0,0,0
GOODS-S,408034,53.049362,-27.737942,8.960000038146973,8.960000038146973,8.958405494689941,-9999.0,0.9997966885566711,0.9997951984405518,0.9994019269943237,0.6140345931053162,11.302899360656738,15,6,0,0,0,0
GOODS-S,408096,53.196777,-27.77865,6.550000190734863,6.550000190734863,6.545538902282715,-9999.0,0.9999805688858032,2.701211769817746e-07,1.2180460373656388e-07,8.51683029656769e-11,9.470677375793457,15,6,0,0,0,0
GOODS-S,408127,53.23035,-27.805109,8.949999809265137,8.949999809265137,8.820698738098145,-9999.0,0.970206081867218,0.968795895576477,0.9411576986312866,0.2647368609905243,4.196899890899658,9,4,0,0,0,0
GOODS-S,408148,53.01855,-27.889952,6.53000020980835,6.53000020980835,6.526214599609375,-9999.0,1.0,1.9202957853857617e-19,7.679328964501221e-20,1.4419484948541065e-24,23.710033416748047,20,9,0,0,0,0
GOODS-S,408213,53.329357,-27.864115,8.020000457763672,8.020000457763672,8.02463150024414,-9999.0,0.980283260345459,0.9674473404884338,0.5607874989509583,0.01156372670084238,1.2483766078948975,7,4,0,0,0,0
GOODS-S,408226,53.181873,-27.819277,7.059999942779541,7.059999942779541,7.0613112449646,-9999.0,0.9811681509017944,0.9088881015777588,3.239432089685579e-06,7.028228554695204e-10,7.261751651763916,16,7,0,0,0,0
GOODS-S,408253,53.20207,-27.750898,6.900000095367432,6.900000095367432,6.898746967315674,-9999.0,0.9986008405685425,0.14415103197097778,8.908198196877493e-07,4.026900340958761e-12,5.473330974578857,14,6,0,0,0,0
GOODS-S,408308,53.24495,-27.797138,9.460000038146973,9.460000038146973,9.464434623718262,-9999.0,0.998611569404602,0.9986116290092468,0.9986116886138916,0.9955840110778809,4.246769428253174,9,4,0,0,0,0
GOODS-S,408331,53.074696,-27.763622,7.260000228881836,7.260000228881836,7.263116836547852,-9999.0,1.0000001192092896,0.9998863339424133,4.967964407909253e-12,3.1464675716931555e-15,4.965210437774658,17,7,0,0,0,0
GOODS-S,408382,53.260727,-27.861422,8.270000457763672,8.270000457763672,8.259489059448242,-9999.0,1.0000001192092896,0.9999970197677612,0.9226037859916687,0.0054260967299342155,14.598945617675781,11,4,0,0,0,0
GOODS-S,408384,53.26075,-27.861382,8.270000457763672,8.270000457763672,8.2558012008667,-9999.0,1.0000001192092896,0.9999976754188538,0.8770866394042969,0.0017418570350855589,16.70722007751465,11,4,0,0,0,0
GOODS-S,408406,53.17594,-27.79577,6.889999866485596,6.889999866485596,6.888551712036133,-9999.0,1.0,0.0956057533621788,2.1326237997776332e-10,1.3063315865843796e-15,8.585752487182617,16,7,0,0,0,0
GOODS-S,408434,53.258102,-27.867617,6.160000324249268,6.160000324249268,6.159447193145752,-9999.0,0.9831650853157043,3.1612038697446596e-14,1.6532957453912532e-20,6.786452654778164e-26,1.5764726400375366,11,4,0,0,0,0
GOODS-S,408438,53.25766,-27.867893,6.340000152587891,6.340000152587891,6.337184906005859,-9999.0,0.9938356280326843,1.648314309932175e-06,7.960983955390688e-11,2.340822136549358e-15,6.478506565093994,11,4,0,0,0,0
GOODS-S,408439,53.258183,-27.867708,6.490000247955322,6.490000247955322,6.482681751251221,-9999.0,0.9957447648048401,0.00020017502538394183,9.46040117355551e-08,1.5194309352373203e-11,1.7899224758148193,11,4,0,0,0,0
GOODS-S,408446,53.25704,-27.867435,8.890000343322754,8.890000343322754,8.88219165802002,-9999.0,0.9941888451576233,0.9934187531471252,0.9918236136436462,0.36732426285743713,7.389691352844238,11,4,0,0,0,0
GOODS-S,408549,53.124355,-27.875957,6.139999866485596,6.139999866485596,6.132803916931152,-9999.0,0.9717687368392944,8.358745339697534e-42,4.6845407662378635e-42,0.0,7.155612468719482,13,5,0,0,0,0
GOODS-S,408724,53.26596,-27.869171,6.260000228881836,6.260000228881836,6.25681209564209,-9999.0,0.9884309768676758,3.107910745410197e-26,5.4416365426208186e-37,3.4938574611010664e-41,20.081321716308594,11,4,0,0,0,0
GOODS-S,408735,53.26351,-27.869097,7.409999847412109,7.409999847412109,7.402897357940674,-9999.0,0.9990823864936829,0.9562214612960815,0.07128249853849411,3.007066197824315e-06,6.629004001617432,11,4,0,0,0,0
GOODS-S,408774,53.22035,-27.762531,7.429999828338623,7.429999828338623,7.426688194274902,-9999.0,1.0,0.9998941421508789,0.023295383900403976,3.861889126710594e-06,5.836114883422852,14,6,0,0,0,0
GOODS-S,408777,53.220284,-27.762857,7.550000190734863,7.550000190734863,7.550415515899658,-9999.0,0.9999702572822571,0.9995661377906799,0.0023350706323981285,9.877013508230448e-05,5.119465351104736,14,6,0,0,0,0
GOODS-S,408815,52.99099,-27.813179,7.710000038146973,7.710000038146973,7.7083821296691895,-9999.0,0.9999998807907104,0.9999998807907104,5.927390567507478e-18,7.311820478367848e-28,315.6534423828125,15,6,0,0,0,0
GOODS-S,408829,52.991417,-27.812164,7.03000020980835,7.03000020980835,7.0317816734313965,-9999.0,1.0,0.7217608690261841,0.06844011694192886,9.282730388804339e-07,13.264321327209473,15,6,0,0,0,0
GOODS-S,408900,53.173237,-27.772165,6.480000019073486,6.480000019073486,6.478093147277832,-9999.0,0.9999998807907104,2.0975698134861887e-05,2.0860668882960454e-05,4.626366134630189e-08,21.544681549072266,19,10,0,0,0,0
GOODS-S,408929,53.005707,-27.725641,7.28000020980835,7.28000020980835,7.276848316192627,-9999.0,1.0,0.9999945163726807,1.2390865776978899e-05,7.622149951203028e-06,33.12873840332031,15,6,0,0,0,0
GOODS-S,409054,52.937576,-27.79416,7.150000095367432,7.150000095367432,7.144992828369141,-9999.0,1.0000001192092896,0.9996922612190247,1.6892989828168337e-12,4.8202654500816185e-15,11.551432609558105,13,6,0,0,0,0
GOODS-S,409128,53.149155,-27.814022,6.920000076293945,6.920000076293945,6.918581008911133,-9999.0,0.9966328144073486,0.23487359285354614,0.08019334077835083,0.02872258797287941,8.815240859985352,19,10,0,0,0,0
GOODS-S,409190,53.02803,-27.89557,7.010000228881836,7.010000228881836,7.012316703796387,-9999.0,0.9922537803649902,0.6955644488334656,2.8047871580838546e-08,2.782291019798322e-08,16.034337997436523,17,8,0,0,0,0
GOODS-S,409207,53.138226,-27.802628,6.03000020980835,6.03000020980835,6.02637243270874,-9999.0,0.8136357665061951,2.02385602185247e-17,1.727133762984388e-17,1.5519074220024107e-24,53.08967208862305,16,7,0,0,0,0
GOODS-S,409255,53.181725,-27.776407,7.300000190734863,7.300000190734863,7.295707702636719,-9999.0,1.0000001192092896,0.9999743103981018,2.2565658582607284e-05,2.0320094495929197e-09,7.816969871520996,19,10,0,0,0,0
GOODS-S,409337,53.061897,-27.749266,8.359999656677246,8.359999656677246,8.347074508666992,-9999.0,1.0000001192092896,1.0000001192092896,0.9623749256134033,0.005649188067764044,9.561421394348145,15,6,0,0,0,0
GOODS-S,409413,53.31097,-27.857986,8.5,8.5,8.499223709106445,-9999.0,0.9999971985816956,0.9999791383743286,0.9901021122932434,0.10074661672115326,6.064053535461426,10,4,0,0,0,0
GOODS-S,409423,53.311222,-27.859205,7.639999866485596,7.639999866485596,7.627261638641357,-9999.0,0.9830615520477295,0.7659546136856079,0.3599749505519867,0.018353145569562912,5.406493663787842,10,4,0,0,0,0
GOODS-S,409466,53.232597,-27.862694,7.760000228881836,7.760000228881836,7.755946636199951,-9999.0,1.0,1.0,4.761370719863435e-18,1.889115408314285e-27,155.22482299804688,11,4,0,0,0,0
GOODS-S,409605,52.994755,-27.733505,6.700000286102295,6.700000286102295,6.69502067565918,-9999.0,1.0,5.24503218635175e-11,5.1937482092867526e-11,5.0482566044118826e-11,32.292415618896484,10,4,0,0,0,0
GOODS-S,409652,53.280685,-27.868162,12.3100004196167,12.3100004196167,12.216093063354492,-9999.0,0.9861660599708557,0.9861659407615662,0.9861659407615662,0.986149787902832,2.331799268722534,11,4,0,0,0,0
GOODS-S,409722,52.975925,-27.816269,7.400000095367432,7.400000095367432,7.393927574157715,-9999.0,0.9999998807907104,0.9999274015426636,1.2320616532210393e-12,2.17311533893573e-13,7.296512126922607,15,6,0,0,0,0
GOODS-S,409865,53.16779,-27.941757,7.070000171661377,7.070000171661377,7.071204662322998,-9999.0,0.9999996423721313,0.996468186378479,1.4902333924163291e-12,5.301304923773543e-17,2.35239839553833,12,5,0,0,0,0
GOODS-S,409898,53.284817,-27.878431,10.0600004196167,10.0600004196167,10.04759693145752,-9999.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999422430992126,7.015500068664551,10,4,0,0,0,0
GOODS-S,409948,53.28812,-27.865479,7.28000020980835,7.28000020980835,7.278939247131348,-9999.0,0.9999999403953552,0.9999999403953552,0.0006804905133321881,1.7175876720898486e-08,7.7053375244140625,10,4,0,0,0,0
GOODS-S,409986,53.005817,-27.77715,8.770000457763672,8.770000457763672,8.606693267822266,-9999.0,0.999992311000824,0.9999534487724304,0.9541401863098145,0.11874690651893616,7.132792949676514,17,7,0,0,0,0
GOODS-S,410000,53.16798,-27.7282,7.349999904632568,7.349999904632568,7.351492881774902,-9999.0,0.9999994039535522,0.988314688205719,0.0010391621617600322,2.170406332879793e-06,5.013560771942139,13,5,0,0,0,0
GOODS-S,410022,53.029434,-27.86097,7.019999980926514,7.019999980926514,7.022090911865234,-9999.0,0.9487236142158508,0.8232582211494446,6.904315523570403e-05,9.393691470904741e-06,8.463791847229004,13,5,0,0,0,0
GOODS-S,410093,53.01178,-27.808365,9.279999732971191,9.279999732971191,9.278037071228027,-9999.0,0.9999999403953552,0.9999998807907104,0.9999999403953552,0.9639354348182678,6.879289150238037,17,7,0,0,0,0
GOODS-S,410178,53.18263,-27.709822,7.519999980926514,7.519999980926514,7.518495559692383,-9999.0,0.9839697480201721,0.8664455413818359,0.44370588660240173,0.26256534457206726,1.7349543571472168,9,4,0,0,0,0
GOODS-S,410195,52.973557,-27.796032,7.519999980926514,7.519999980926514,7.515953063964844,-9999.0,0.9983224272727966,0.9676994681358337,0.08639838546514511,0.00036626317887566984,11.045884132385254,18,7,0,0,0,0
GOODS-S,410395,53.17884,-27.81238,7.269999980926514,7.269999980926514,7.267666816711426,-9999.0,0.9983557462692261,0.997239887714386,0.00439858715981245,0.001135631580837071,10.793684005737305,16,7,0,0,0,0
GOODS-S,410440,53.159664,-27.753584,6.090000152587891,6.090000152587891,6.088253021240234,-9999.0,0.8323724865913391,8.918826566173266e-09,7.751704833580675e-11,2.6457910552523485e-15,4.817096710205078,16,7,0,0,0,0
GOODS-S,410558,53.142048,-27.819296,7.599999904632568,7.599999904632568,7.597535610198975,-9999.0,0.9999999403953552,0.9999999403953552,2.928466063395474e-12,2.5524305544103875e-16,30.626184463500977,19,10,0,0,0,0
GOODS-S,410559,53.14202,-27.819347,7.639999866485596,7.639999866485596,7.637570858001709,-9999.0,1.0,0.9999999403953552,7.579302473459393e-05,2.8730926526776557e-09,22.963336944580078,19,10,0,0,0,0
GOODS-S,410566,53.095993,-27.9068,6.340000152587891,6.340000152587891,6.33671760559082,-9999.0,0.9958296418190002,2.4431785243378537e-17,1.014103268462581e-18,7.740479402000358e-22,7.755722522735596,13,5,0,0,0,0
GOODS-S,410582,53.051052,-27.723145,7.070000171661377,7.070000171661377,7.072591304779053,-9999.0,0.9624738693237305,0.9190279841423035,0.0013274233788251877,0.00013348954962566495,12.171525001525879,15,6,0,0,0,0
GOODS-S,410607,53.262436,-27.854044,7.369999885559082,7.369999885559082,7.3745646476745605,-9999.0,1.0,1.0,1.5054633381725288e-18,1.954893465560491e-26,176.74317932128906,11,4,0,0,0,0
GOODS-S,410661,52.94952,-27.800423,6.740000247955322,6.740000247955322,6.734586715698242,-9999.0,0.9960488677024841,0.16740569472312927,0.0056293862871825695,8.867689030012116e-05,7.927573204040527,18,8,0,0,0,0
GOODS-S,410711,53.23913,-27.85798,6.460000038146973,6.460000038146973,6.460536956787109,-9999.0,0.9931697845458984,0.011253218166530132,6.638208287768066e-05,6.093813453844632e-07,5.809889316558838,11,4,0,0,0,0
GOODS-S,410866,53.10152,-27.808443,7.010000228881836,7.010000228881836,7.010922431945801,-9999.0,0.963517427444458,0.6664044857025146,0.10779181122779846,0.00048642369802109897,5.051051139831543,16,7,0,0,0,0
GOODS-S,411040,53.002483,-27.83178,8.90999984741211,8.90999984741211,8.812317848205566,-9999.0,0.999222993850708,0.9991803169250488,0.9954695701599121,0.2795636057853699,9.753336906433105,18,6,0,0,0,0
GOODS-S,411074,53.25958,-27.864744,6.460000038146973,6.460000038146973,6.458207607269287,-9999.0,0.9973521828651428,1.1144461742329526e-10,4.3263981256246704e-16,1.452332215571495e-20,12.589910507202148,11,4,0,0,0,0
GOODS-S,411109,52.959282,-27.848661,6.590000152587891,6.590000152587891,6.59380578994751,-9999.0,1.0,1.0971577921736753e-06,1.0971555184369208e-06,7.95401604136714e-07,43.921844482421875,12,6,0,0,0,0
GOODS-S,411406,53.01015,-27.798475,7.420000076293945,7.420000076293945,7.41673469543457,-9999.0,1.0000001192092896,1.0000001192092896,2.484799588309272e-10,1.492283510304282e-12,19.557212829589844,13,5,0,0,0,0
GOODS-S,411504,53.263992,-27.86052,6.389999866485596,6.389999866485596,6.353930473327637,-9999.0,0.9579720497131348,0.0016942275688052177,5.19301465828903e-07,6.203096369894467e-11,1.7561166286468506,11,4,0,0,0,0
GOODS-S,411513,52.977028,-27.81897,7.260000228881836,7.260000228881836,7.261370658874512,-9999.0,1.0,1.0,1.2249892940296991e-11,7.305230910210209e-14,9.88820743560791,15,6,0,0,0,0
GOODS-S,411581,53.168785,-27.93603,6.930000305175781,6.930000305175781,6.932771682739258,-9999.0,0.9749544262886047,0.6684439778327942,0.3027638792991638,0.29599785804748535,5.565439224243164,9,4,0,0,0,0
GOODS-S,411675,53.185257,-27.779024,6.950000286102295,6.950000286102295,6.946667194366455,-9999.0,0.9999338984489441,0.19280345737934113,2.4891562588891247e-07,1.6844341199639956e-10,11.64437198638916,19,10,0,0,0,0
GOODS-S,411677,53.1845,-27.77821,6.960000038146973,6.960000038146973,6.955347537994385,-9999.0,0.9999640583992004,0.2743724584579468,5.422840695246123e-05,1.7357527326566924e-07,10.922428131103516,19,10,0,0,0,0
GOODS-S,411722,52.95094,-27.838018,7.490000247955322,7.490000247955322,7.488321781158447,-9999.0,0.9999999403953552,0.9999999403953552,1.3378279040132668e-10,3.3886732548287337e-15,12.557354927062988,17,9,0,0,0,0
GOODS-S,411832,53.012814,-27.822598,9.1899995803833,9.1899995803833,9.185868263244629,-9999.0,0.9858526587486267,0.9858348369598389,0.9840355515480042,0.6180578470230103,3.732677698135376,18,7,0,0,0,0
GOODS-S,411845,52.96007,-27.869707,7.380000114440918,7.380000114440918,7.378306865692139,-9999.0,0.9146727323532104,0.7934797406196594,0.08432741463184357,0.043970704078674316,4.060383319854736,15,6,0,0,0,0
GOODS-S,411878,53.13235,-27.834253,6.079999923706055,6.079999923706055,6.082178115844727,-9999.0,0.9695496559143066,0.0011161440052092075,0.0010675947414711118,1.645247138526429e-08,11.425392150878906,22,12,0,0,0,0
GOODS-S,411881,53.060856,-27.742697,6.619999885559082,6.619999885559082,6.614933013916016,-9999.0,0.9999944567680359,4.6713694246136583e-08,1.8161627757251608e-10,7.498777987446914e-11,9.876176834106445,16,6,0,0,0,0
GOODS-S,411905,52.96143,-27.838451,7.5,7.5,7.495205879211426,-9999.0,1.0,0.9999998211860657,6.4091492113504955e-09,8.833340309211124e-11,8.722752571105957,13,6,0,0,0,0
GOODS-S,411970,53.031628,-27.881279,7.180000305175781,7.180000305175781,7.184117794036865,-9999.0,0.9998729228973389,0.9764401316642761,7.965709301060997e-06,2.5652591375546763e-06,35.47288513183594,20,9,0,0,0,0
GOODS-S,412016,52.930504,-27.83362,6.940000057220459,6.940000057220459,6.940811634063721,-9999.0,0.9999998807907104,0.04385237768292427,1.5338688238051763e-18,3.8844188307988506e-20,315.1917724609375,13,6,0,0,0,0
GOODS-S,412072,52.95133,-27.829542,7.0,7.0,7.003015518188477,-9999.0,1.0,0.589140772819519,2.5451609058672157e-24,1.221851008001085e-36,284.1421813964844,18,9,0,0,0,0
GOODS-S,412106,53.05017,-27.764698,8.010000228881836,8.010000228881836,7.95415735244751,-9999.0,0.9999992847442627,0.9944354891777039,0.5541098713874817,0.005359977018088102,4.375978946685791,11,3,0,0,0,0
GOODS-S,412109,53.05027,-27.76478,7.260000228881836,7.260000228881836,7.2593841552734375,-9999.0,0.9997064471244812,0.9944737553596497,0.2672369182109833,0.0066623929888010025,1.8012248277664185,11,3,0,0,0,0
GOODS-S,412170,53.09485,-27.853456,6.960000038146973,6.960000038146973,6.962723731994629,-9999.0,1.0,0.20981663465499878,4.456161550869808e-10,8.293009562485715e-14,28.537519454956055,20,9,0,0,0,0
GOODS-S,412220,53.240448,-27.831587,8.279999732971191,8.279999732971191,8.2574462890625,-9999.0,0.9999999403953552,0.9999948740005493,0.9429700970649719,0.0070447237230837345,4.016754150390625,11,4,0,0,0,0
GOODS-S,412223,53.239784,-27.831636,6.75,6.75,6.747525215148926,-9999.0,0.989555299282074,0.22109097242355347,0.019343014806509018,6.151216075522825e-05,11.262129783630371,11,4,0,0,0,0
GOODS-S,412224,53.23966,-27.832302,6.950000286102295,6.950000286102295,6.3787665367126465,-9999.0,0.9155305027961731,0.274915874004364,0.0172025915235281,2.321044848940801e-05,4.732632160186768,11,4,0,0,0,0
GOODS-S,412270,52.997982,-27.785967,6.570000171661377,6.570000171661377,6.570738792419434,-9999.0,1.0,3.2262566790436366e-18,2.7066277635984773e-19,9.718434510725564e-20,24.553939819335938,17,7,0,0,0,0
GOODS-S,412319,53.038986,-27.73231,6.720000267028809,6.720000267028809,6.715478897094727,-9999.0,0.9973904490470886,0.024423029273748398,0.0010574948973953724,2.1505004497157643e-06,12.10126781463623,15,6,0,0,0,0
GOODS-S,412415,52.930557,-27.827873,7.450000286102295,7.450000286102295,7.446012496948242,-9999.0,1.0,0.9799776673316956,1.8333976470330526e-07,4.016334376188979e-09,7.672199726104736,15,7,0,0,0,0
GOODS-S,412466,53.022457,-27.807043,8.949999809265137,8.949999809265137,8.945813179016113,-9999.0,0.9992710947990417,0.9992711544036865,0.999259889125824,0.43831148743629456,11.052035331726074,17,7,0,0,0,0
GOODS-S,412499,53.313995,-27.890856,8.480000495910645,8.480000495910645,8.472366333007812,-9999.0,0.9937199950218201,0.9935154318809509,0.9735824465751648,0.07514621317386627,2.0078258514404297,9,4,0,0,0,0
GOODS-S,412500,53.315647,-27.891949,6.809999942779541,6.809999942779541,6.801810264587402,-9999.0,0.8836382627487183,0.020104452967643738,8.934961442719214e-06,8.378271409981153e-09,3.6765594482421875,7,4,0,0,0,0
GOODS-S,412571,52.959774,-27.813784,7.5,7.5,7.49739408493042,-9999.0,1.0,0.9999998807907104,1.4878069887203083e-09,1.4186769814461542e-11,18.85444450378418,20,9,0,0,0,0
GOODS-S,412844,52.977783,-27.761055,8.890000343322754,8.890000343322754,8.89151382446289,-9999.0,1.0000001192092896,1.0000001192092896,1.0000001192092896,0.011575317941606045,36.15863037109375,13,5,0,0,0,0
GOODS-S,412915,53.258938,-27.824326,9.100000381469727,9.100000381469727,8.998226165771484,-9999.0,0.9998754262924194,0.9998754262924194,0.9998754262924194,0.5737993121147156,2.5008349418640137,11,4,0,0,0,0
GOODS-S,412982,52.990456,-27.927473,8.920000076293945,8.920000076293945,8.918818473815918,-9999.0,0.9083667397499084,0.9078327417373657,0.9039856195449829,0.432549387216568,3.5977606773376465,10,5,0,0,0,0
GOODS-S,413246,53.194576,-27.770847,7.980000019073486,7.980000019073486,7.971107482910156,-9999.0,0.987176775932312,0.9178751111030579,0.4934430420398712,0.02610735595226288,4.958305835723877,15,6,0,0,0,0
GOODS-S,413295,53.30162,-27.882814,7.75,7.75,7.729150295257568,-9999.0,0.9999998807907104,0.9894635081291199,0.3281640112400055,4.203326170681976e-05,3.053652048110962,10,4,0,0,0,0
GOODS-S,413481,53.259426,-27.84635,6.940000057220459,6.940000057220459,6.943966388702393,-9999.0,0.9883044958114624,0.45512041449546814,0.020052049309015274,9.099845215132518e-07,4.24322509765625,11,4,0,0,0,0
GOODS-S,413658,52.927494,-27.834505,7.990000247955322,7.990000247955322,7.9563775062561035,-9999.0,1.0,0.9999996423721313,0.6019459366798401,0.000432368804467842,4.834100246429443,13,6,0,0,0,0
GOODS-S,413918,53.200367,-27.7907,6.5,6.5,6.498831272125244,-9999.0,0.9999995231628418,2.4295079281699827e-09,2.065063224587771e-11,3.929852103456977e-12,7.236230850219727,14,6,0,0,0,0
GOODS-S,413970,53.09606,-27.879591,6.590000152587891,6.590000152587891,6.5909423828125,-9999.0,0.9947317838668823,3.796368673647521e-06,3.8614604136455455e-07,2.534915610752364e-09,9.85443115234375,21,10,0,0,0,0
GOODS-S,413987,52.983135,-27.771803,8.600000381469727,8.600000381469727,8.598508834838867,-9999.0,0.999999463558197,0.9990788102149963,0.9149954319000244,0.013847907073795795,11.369921684265137,17,7,0,0,0,0
GOODS-S,413998,53.018578,-27.77652,7.800000190734863,7.800000190734863,7.79963493347168,-9999.0,1.0,1.0,2.584685569041831e-16,9.969813631689675e-27,167.20709228515625,12,3,0,0,0,0
GOODS-S,414073,53.247627,-27.822926,8.09000015258789,8.09000015258789,7.583249568939209,-9999.0,0.9998840093612671,0.8631877303123474,0.31644368171691895,0.00016367498028557748,3.0144057273864746,11,4,0,0,0,0
GOODS-S,414235,52.93346,-27.828548,7.480000019073486,7.480000019073486,7.481834888458252,-9999.0,1.0,1.0,4.352628923953716e-09,6.097341381794408e-11,37.13728332519531,18,9,0,0,0,0
GOODS-S,414360,53.149616,-27.792843,7.429999828338623,7.429999828338623,7.42747688293457,-9999.0,1.0,1.0,1.3558933706706022e-12,6.30608843099255e-19,8.985844612121582,19,10,0,0,0,0
GOODS-S,414448,53.25456,-27.854515,6.619999885559082,6.619999885559082,6.618323802947998,-9999.0,0.9999997615814209,3.76257964400991e-15,2.094813231281476e-24,5.878895738564069e-29,9.516854286193848,11,4,0,0,0,0
GOODS-S,414449,53.25487,-27.853916,6.389999866485596,6.389999866485596,6.354921340942383,-9999.0,0.999930739402771,2.0268029032877166e-08,3.3034830432135745e-14,1.6128976336790984e-19,5.349084854125977,11,4,0,0,0,0
GOODS-S,414450,53.254967,-27.853773,6.670000076293945,6.670000076293945,6.668027877807617,-9999.0,0.9999996423721313,3.1380270684167044e-06,2.0516307402962397e-11,1.627237218431723e-15,9.378996849060059,11,4,0,0,0,0
GOODS-S,414456,53.254517,-27.853878,6.139999866485596,6.139999866485596,6.141063690185547,-9999.0,0.9250243902206421,0.011024968698620796,3.479432052699849e-05,1.1158379775721983e-10,5.394368648529053,11,4,0,0,0,0
GOODS-S,414462,53.255104,-27.853539,6.110000133514404,6.110000133514404,6.102453708648682,-9999.0,0.8154547810554504,0.1515517383813858,0.0019913497380912304,5.399127189775754e-07,4.056063175201416,11,4,0,0,0,0
GOODS-S,414503,53.25305,-27.81579,9.279999732971191,9.279999732971191,9.251928329467773,-9999.0,0.9999950528144836,0.9999950528144836,0.9999950528144836,0.9211426377296448,6.617919445037842,9,4,0,0,0,0
GOODS-S,414507,53.25294,-27.815823,7.720000267028809,7.720000267028809,7.703189373016357,-9999.0,0.8144077658653259,0.6243704557418823,0.10918477922677994,1.974643237190321e-05,1.5699293613433838,9,4,0,0,0,0
GOODS-S,414567,53.146255,-27.81236,7.820000171661377,7.820000171661377,7.819491863250732,-9999.0,1.0,1.0,2.9739773455629264e-17,8.875848100297651e-32,294.6358337402344,19,10,0,0,0,0
GOODS-S,414896,52.935112,-27.838858,8.430000305175781,8.430000305175781,8.426616668701172,-9999.0,1.0000001192092896,1.0000001192092896,0.9992372393608093,0.06929735094308853,16.141366958618164,13,6,0,0,0,0
GOODS-S,414924,53.078217,-27.7855,6.130000114440918,6.130000114440918,6.1314167976379395,-9999.0,0.8231780529022217,5.021657534243218e-10,5.643375306993437e-13,2.21830369116847e-15,9.948820114135742,13,5,0,0,0,0
GOODS-S,414927,53.07793,-27.785357,6.690000057220459,6.690000057220459,6.659514904022217,-9999.0,0.9681912064552307,4.9889611545950174e-05,4.855862698605051e-07,1.397991833407275e-09,6.664675235748291,13,5,0,0,0,0
GOODS-S,414940,52.984978,-27.80271,7.210000038146973,7.210000038146973,7.211004734039307,-9999.0,0.999992311000824,0.9998701810836792,2.830903067518875e-09,2.3335808840840855e-09,24.078014373779297,18,7,0,0,0,0
GOODS-S,414978,52.990757,-27.780827,7.519999980926514,7.519999980926514,7.514037132263184,-9999.0,1.0,1.0,7.92319951870013e-06,3.083498387179695e-11,3.7990944385528564,17,7,0,0,0,0
GOODS-S,414989,52.959263,-27.846373,7.429999828338623,7.429999828338623,7.430930137634277,-9999.0,1.0,1.0,2.984332548336237e-14,5.910085277008621e-20,229.6374053955078,12,6,0,0,0,0
GOODS-S,415040,53.26751,-27.8603,6.639999866485596,6.639999866485596,6.642394065856934,-9999.0,1.0,1.642348603848095e-14,1.7441286933856714e-31,9.704835442640727e-34,151.35888671875,11,4,0,0,0,0
GOODS-S,415053,53.267563,-27.860537,6.680000305175781,6.680000305175781,6.68457555770874,-9999.0,0.9766055345535278,0.43876394629478455,5.2837807743344456e-05,2.339917415383752e-08,6.457974910736084,11,4,0,0,0,0
GOODS-S,415061,53.09147,-27.853796,10.470000267028809,10.470000267028809,10.462227821350098,-9999.0,0.9998754858970642,0.9990860223770142,0.992756187915802,0.9388207793235779,12.452814102172852,20,9,0,0,0,0
GOODS-S,415130,52.930744,-27.818651,6.559999942779541,6.559999942779541,6.562787055969238,-9999.0,0.9784060716629028,0.00020758774189744145,0.00016739548300392926,8.8363369286526e-05,9.78602123260498,18,9,0,0,0,0
GOODS-S,415164,53.245335,-27.859993,6.730000019073486,6.730000019073486,6.7339253425598145,-9999.0,0.9987967610359192,0.10223551839590073,0.0013151174644008279,5.268515815259889e-05,14.463272094726562,11,4,0,0,0,0
GOODS-S,415180,53.2797,-27.869043,7.200000286102295,7.200000286102295,7.1946587562561035,-9999.0,0.9999999403953552,0.9954704642295837,0.0251263827085495,1.0819781692816832e-07,11.376766204833984,11,4,0,0,0,0
GOODS-S,415220,53.30346,-27.882732,9.010000228881836,9.010000228881836,8.955714225769043,-9999.0,0.8443424105644226,0.8434370160102844,0.8398212194442749,0.4263104200363159,1.584750771522522,10,4,0,0,0,0
GOODS-S,415224,53.070885,-27.769445,6.800000190734863,6.800000190734863,6.800457000732422,-9999.0,0.9998813271522522,0.4473877251148224,0.036036401987075806,0.002168175531551242,13.017308235168457,13,4,0,0,0,0
