field,ID,RA,DEC,z_peak,z_a,z_ml,z_spec,Prob_gt_6,Prob_gt_7,Prob_gt_8,Prob_gt_9,chi_a,nfilt,clean_lw_bands,tag_low_prob,tag_spec_conflict,tag_low_red_coverage,tag_lowz_competitive
GOODS-S,303212,53.057438,-27.855745,8.680000305175781,8.680000305175781,8.677037239074707,-9999.0,0.9173428416252136,0.8943696618080139,0.7386543154716492,0.1898062527179718,9.10788631439209,20,9,0,0,0,1
GOODS-S,303252,53.16935,-27.854755,7.130000114440918,7.130000114440918,7.128177642822266,-9999.0,0.8205090165138245,0.682590663433075,0.034660812467336655,0.0032632136717438698,5.467404365539551,16,7,0,0,0,1
GOODS-S,303278,53.092102,-27.853945,18.90999984741211,18.90999984741211,18.91040802001953,-9999.0,0.8876152038574219,0.8736990094184875,0.8633711338043213,0.8538041114807129,5.478018760681152,20,9,0,0,0,1
GOODS-S,303334,53.169266,-27.852814,11.850000381469727,11.850000381469727,11.846116065979004,-9999.0,0.8233380913734436,0.8232189416885376,0.8227123022079468,0.8167824745178223,10.622137069702148,16,7,0,0,0,1
GOODS-S,303344,53.17058,-27.852568,6.639999866485596,6.639999866485596,6.638497352600098,-9999.0,0.8755770921707153,0.024616332724690437,0.0019426053622737527,4.601397449732758e-06,7.916591644287109,16,7,0,0,0,1
GOODS-S,303370,53.080303,-27.852026,6.900000095367432,6.900000095367432,6.898602485656738,-9999.0,0.8865121603012085,0.6121795177459717,0.27024340629577637,0.04123273119330406,4.84605073928833,20,9,0,0,0,1
GOODS-S,303378,53.179028,-27.851921,7.630000114440918,7.630000114440918,7.631072044372559,-9999.0,0.9104135632514954,0.7945188283920288,0.33336612582206726,0.07052294909954071,12.214141845703125,16,7,0,0,0,1
GOODS-S,303429,53.18233,-27.851078,7.440000057220459,7.440000057220459,7.434747695922852,-9999.0,0.9957915544509888,0.9313703179359436,0.0053716301918029785,0.0016408906085416675,4.81972599029541,15,6,0,0,0,0
GOODS-S,303530,53.163433,-27.849354,7.920000076293945,7.920000076293945,7.915680408477783,-9999.0,0.8074515461921692,0.7334384918212891,0.5013290643692017,0.09718823432922363,13.55290412902832,16,7,0,0,0,1
GOODS-S,303531,53.078037,-27.84932,10.420000076293945,10.420000076293945,10.420241355895996,-9999.0,0.8122023344039917,0.8001977205276489,0.7653546929359436,0.6925230026245117,10.840679168701172,20,9,0,0,0,1
GOODS-S,303557,53.06717,-27.848972,9.230000495910645,9.230000495910645,9.22514820098877,-9999.0,0.8385723233222961,0.8040454983711243,0.7876443862915039,0.7060238718986511,12.653712272644043,20,9,0,0,0,1
GOODS-S,303608,53.178093,-27.848019,7.0,7.0,7.000616073608398,-9999.0,0.9667775630950928,0.8258087038993835,0.12026406824588776,0.09042217582464218,10.426304817199707,16,7,0,0,0,1
GOODS-S,303656,53.180428,-27.847393,6.170000076293945,6.170000076293945,6.169339179992676,-9999.0,0.9152750372886658,2.51961722597116e-07,1.5704499922719606e-09,2.0722850789956643e-13,8.911290168762207,16,7,0,0,0,1
GOODS-S,303667,53.18328,-27.847284,9.279999732971191,9.279999732971191,9.280229568481445,-9999.0,0.8067679405212402,0.7947028279304504,0.7178636789321899,0.42956292629241943,9.063392639160156,16,7,0,0,0,1
GOODS-S,303690,53.174503,-27.847017,7.920000076293945,7.920000076293945,7.914573669433594,-9999.0,0.9530434012413025,0.7784846425056458,0.353822261095047,0.019847063347697258,5.105203151702881,16,7,0,0,0,1
GOODS-S,303697,53.163723,-27.84691,7.300000190734863,7.300000190734863,7.294327735900879,-9999.0,0.999949038028717,0.993211567401886,0.0186011902987957,4.0090504626277834e-05,14.177458763122559,16,7,0,0,0,0
GOODS-S,303709,53.17901,-27.846725,6.289999961853027,6.289999961853027,6.293221950531006,-9999.0,0.9999200105667114,3.3051743564271874e-09,2.4422797118006656e-10,1.0236853031919679e-10,8.94668960571289,16,7,0,0,0,0
GOODS-S,303731,53.176792,-27.846453,8.579999923706055,8.579999923706055,8.57507038116455,-9999.0,0.954332709312439,0.9535778164863586,0.93647700548172,0.05592423677444458,10.936944007873535,16,7,0,0,0,1
GOODS-S,303764,53.177643,-27.845757,8.460000038146973,8.460000038146973,8.103558540344238,-9999.0,0.9565104246139526,0.8988072872161865,0.6022526025772095,0.05595238506793976,10.293270111083984,16,7,0,0,0,1
